Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","219","Tonga","5510","Production","1765","Meat, Total","2016","2016","tonnes","2360","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","220","Trinidad and Tobago","5510","Production","1765","Meat, Total","2016","2016","tonnes","63643","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","222","Tunisia","5510","Production","1765","Meat, Total","2016","2016","tonnes","340891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","223","Turkey","5510","Production","1765","Meat, Total","2016","2016","tonnes","3396522","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","213","Turkmenistan","5510","Production","1765","Meat, Total","2016","2016","tonnes","305952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","227","Tuvalu","5510","Production","1765","Meat, Total","2016","2016","tonnes","181","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","226","Uganda","5510","Production","1765","Meat, Total","2016","2016","tonnes","445314","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","230","Ukraine","5510","Production","1765","Meat, Total","2016","2016","tonnes","2350627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","225","United Arab Emirates","5510","Production","1765","Meat, Total","2016","2016","tonnes","155137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","229","United Kingdom of Great Britain and Northern Ireland","5510","Production","1765","Meat, Total","2016","2016","tonnes","3941527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","215","United Republic of Tanzania","5510","Production","1765","Meat, Total","2016","2016","tonnes","530595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","231","United States of America","5510","Production","1765","Meat, Total","2016","2016","tonnes","44632529","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","234","Uruguay","5510","Production","1765","Meat, Total","2016","2016","tonnes","638539","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","235","Uzbekistan","5510","Production","1765","Meat, Total","2016","2016","tonnes","1182438","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","155","Vanuatu","5510","Production","1765","Meat, Total","2016","2016","tonnes","7754","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","236","Venezuela (Bolivarian Republic of)","5510","Production","1765","Meat, Total","2016","2016","tonnes","1197410","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","237","Viet Nam","5510","Production","1765","Meat, Total","2016","2016","tonnes","4924327","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","249","Yemen","5510","Production","1765","Meat, Total","2016","2016","tonnes","355143","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","251","Zambia","5510","Production","1765","Meat, Total","2016","2016","tonnes","285044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","181","Zimbabwe","5510","Production","1765","Meat, Total","2016","2016","tonnes","251378","A","Aggregate, may include official, semi-official, estimated or calculated data"
